id,created_date,modified_date,is_active,kpi_definition,kpi_plan,kpi_starting_perf,kpi_units,created_by_id,kpi_custom_rating_scheme_id_id,kpi_measure_frequency_refitem_id,kpi_role_id,modified_by_id
143,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,14,1
144,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,15,1
145,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,15,1
146,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,15,1
147,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,15,1
148,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,15,1
149,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,15,1
150,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,15,1
151,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,15,1
152,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,15,1
153,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,15,1
154,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,15,1
155,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,16,1
156,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,16,1
157,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,16,1
158,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,16,1
159,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,16,1
160,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,16,1
161,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,16,1
162,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,16,1
163,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,16,1
164,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,16,1
165,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,16,1
166,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,17,1
167,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,17,1
168,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,17,1
169,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,17,1
170,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,17,1
171,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,17,1
172,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,17,1
173,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,17,1
174,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,17,1
175,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,17,1
176,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,17,1
177,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,18,1
